time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
16653,0.00,1060.41,15,22.71,3.24,0.71,-8.67,
17654,28.72,1060.41,16,22.73,3.14,1.86,-6.16,3:46:13,34.219170N,-112.948425W,1115.80,1.46,15
18655,28.52,1060.41,18,22.83,1.43,2.01,-7.40,3:46:14,34.219162N,-112.948425W,1115.20,2.04,15
19656,28.38,1060.41,18,22.84,-0.34,1.80,-7.11,3:46:15,34.219158N,-112.948418W,1115.30,2.01,15
20657,28.28,1060.31,14,22.86,-0.69,2.39,-11.03,3:46:16,34.219151N,-112.948402W,1115.30,1.91,15
21658,28.20,1060.31,16,22.86,2.95,4.77,-11.74,3:46:17,34.219151N,-112.948402W,1115.30,1.51,15
22659,28.13,1060.31,16,22.83,-1.99,0.44,-8.71,3:46:18,34.219151N,-112.948387W,1115.20,1.23,15
23660,28.09,1060.22,16,22.80,-1.27,-0.22,-7.36,3:46:19,34.219151N,-112.948387W,1115.20,1.51,15
24661,28.06,1060.22,15,22.80,-2.89,-1.01,-8.30,3:46:20,34.219143N,-112.948364W,1115.10,2.70,15
25662,28.04,1060.31,14,22.88,-2.52,-1.47,-8.41,3:46:21,34.219139N,-112.948349W,1114.90,1.16,15
26663,28.02,1060.22,15,22.84,-1.94,-1.11,-9.41,3:46:22,34.219139N,-112.948349W,1114.70,1.22,15
27664,28.00,1060.22,15,22.85,-3.14,-2.24,-11.08,3:46:23,34.219135N,-112.948341W,1114.50,1.82,15
28665,27.99,1060.22,15,22.92,-2.17,-0.99,-8.54,3:46:24,34.219131N,-112.948326W,1114.30,1.90,15
29666,27.98,1060.22,14,22.84,-4.25,-0.67,-8.63,3:46:25,34.219131N,-112.948326W,1114.10,2.11,15
30667,27.96,1060.31,15,22.91,-3.09,-1.75,-9.50,3:46:26,34.219131N,-112.948311W,1113.80,1.14,15
31668,27.94,1060.31,14,22.89,-2.28,-1.32,-8.21,3:46:27,34.219128N,-112.948311W,1113.70,1.14,15
