time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
16658,0.00,1047.95,13,23.21,-7.25,2.84,-6.01,
17658,25.93,1047.95,10,23.28,-8.04,1.08,-5.73,3:49:53,34.219288N,-112.947174W,1100.80,0.22,15
18659,25.76,1048.05,5,23.31,-8.26,1.94,-5.66,3:50:4,34.219322N,-112.947159W,1100.50,1.57,15
19660,25.62,1048.05,6,23.33,-7.50,0.99,-6.12,3:50:5,34.219322N,-112.947159W,1100.40,0.21,15
20661,25.53,1048.23,8,23.32,-7.14,2.34,-5.18,3:50:6,34.219322N,-112.947159W,1100.40,0.10,15
21662,25.44,1048.23,14,23.30,-7.74,1.83,-5.04,3:50:7,34.219326N,-112.947159W,1100.30,1.02,15
22663,25.35,1048.14,14,23.36,-9.10,2.90,-7.56,3:50:8,34.219326N,-112.947151W,1100.50,0.41,15
23664,25.27,1047.95,15,23.33,-6.15,3.51,-4.41,3:50:9,34.219326N,-112.947151W,1100.40,0.62,15
24665,25.22,1047.86,16,23.32,-6.77,2.53,-5.71,3:50:10,34.219330N,-112.947151W,1100.40,1.85,15
25666,25.20,1047.86,13,23.35,-8.98,2.23,-6.25,3:50:11,34.219334N,-112.947136W,1100.40,2.21,15
26667,25.19,1047.59,15,23.33,-9.44,2.36,-6.98,3:50:12,34.219341N,-112.947136W,1100.40,1.90,15
27668,25.18,1047.59,14,23.39,-7.28,2.38,-6.59,3:50:13,34.219349N,-112.947121W,1100.40,1.66,15
28669,25.17,1047.59,9,23.34,-6.97,1.78,-5.65,3:50:14,34.219349N,-112.947121W,1100.40,1.85,15
29670,25.17,1047.59,8,23.35,-8.15,3.58,-6.14,3:50:15,34.219357N,-112.947113W,1100.40,2.52,15
30671,25.16,1047.68,11,23.35,-6.51,-0.19,-8.15,3:50:16,34.219360N,-112.947098W,1100.20,2.23,15
31672,25.16,1047.86,15,23.32,-7.14,1.58,-5.54,3:50:17,34.219368N,-112.947098W,1100.20,2.26,15
32673,25.15,1047.86,14,23.37,-8.48,2.95,-6.17,3:50:18,34.219372N,-112.947098W,1100.00,1.89,15
33674,25.14,1047.77,14,23.37,-6.30,1.38,-5.79,3:50:19,34.219379N,-112.947083W,1100.00,2.16,15
34675,25.13,1047.68,14,23.36,-7.13,2.41,-6.20,3:50:20,34.219383N,-112.947075W,1100.00,1.31,15
35676,25.13,1047.68,9,23.36,-5.58,3.52,-4.86,3:50:21,34.219387N,-112.947075W,1100.00,1.25,15
36677,25.12,1047.86,6,23.33,-6.65,0.51,-7.97,3:50:22,34.219391N,-112.947075W,1100.00,1.73,15
37678,25.12,1047.86,5,23.40,-4.64,-0.37,-7.40,3:50:23,34.219398N,-112.947060W,1099.90,0.92,15
38679,25.12,1047.95,11,23.35,-6.73,0.58,-8.08,3:50:24,34.219398N,-112.947060W,1099.80,0.55,15
39680,25.13,1047.86,8,23.40,-6.20,1.10,-7.16,3:50:25,34.219402N,-112.947060W,1099.70,0.44,15
40681,25.13,1047.86,10,23.41,-4.00,1.67,-5.74,3:50:26,34.219402N,-112.947060W,1099.50,0.39,15
41682,25.13,1047.77,14,23.40,-7.19,2.05,-5.49,3:50:27,34.219402N,-112.947060W,1099.40,1.09,15
42683,25.14,1047.59,11,23.37,-8.50,1.19,-7.48,3:50:28,34.219406N,-112.947044W,1099.40,1.23,15
43684,25.14,1047.49,14,23.39,-6.41,2.23,-5.67,3:50:29,34.219410N,-112.947044W,1099.40,1.19,15
44685,25.14,1047.31,18,23.36,-5.92,2.11,-5.57,3:50:30,34.219421N,-112.947044W,1099.40,3.05,15
45686,25.14,1047.22,14,23.35,-7.11,3.17,-7.12,3:50:31,34.219433N,-112.947037W,1099.50,2.97,15
46687,25.14,1047.12,14,23.34,-7.51,0.38,-5.34,3:50:32,34.219448N,-112.947021W,1099.20,2.45,15
47688,25.13,1047.12,13,23.41,-8.50,2.40,-7.41,3:50:33,34.219456N,-112.947021W,1098.90,2.28,15
48689,25.13,1047.03,14,23.41,-6.69,3.63,-4.94,3:50:34,34.219460N,-112.947006W,1098.20,2.21,15
49690,25.12,1046.85,14,23.39,-6.21,1.92,-6.15,3:50:35,34.219463N,-112.947006W,1098.30,2.14,15
50691,25.12,1046.76,15,23.39,-5.53,0.77,-5.02,3:50:36,34.219467N,-112.946999W,1098.30,2.75,15
51692,25.11,1046.66,14,23.39,-7.55,1.15,-5.24,3:50:37,34.219482N,-112.946983W,1098.00,2.31,15
52693,25.10,1046.66,15,23.39,-10.14,0.93,-7.45,3:50:38,34.219486N,-112.946968W,1097.50,3.02,15
53694,25.09,1046.57,11,23.36,-4.48,0.52,-5.51,3:50:39,34.219494N,-112.946960W,1097.30,3.80,15
54695,25.09,1046.66,14,23.39,-7.48,2.80,-6.51,3:50:40,34.219501N,-112.946960W,1097.20,2.21,15
55696,25.08,1046.39,16,23.42,-7.83,4.24,-4.93,3:50:41,34.219509N,-112.946945W,1097.10,1.73,15
56697,25.07,1046.30,16,23.41,-7.47,5.96,-6.54,3:50:42,34.219517N,-112.946945W,1097.00,2.13,15
57698,25.07,1046.48,15,23.41,-2.53,1.12,-7.39,3:50:43,34.219528N,-112.946945W,1097.00,2.39,15
58699,25.05,1046.39,19,23.38,-8.72,2.90,-7.73,3:50:44,34.219532N,-112.946945W,1096.70,2.00,15
