time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
901538,26.70,968.35,0,24.05,-8.49,4.81,1.21,4:5:58,34.205528N,-112.951591W,1021.10,4.43,18
902539,26.69,968.35,0,24.12,-9.17,4.10,1.35,4:5:59,34.205528N,-112.951607W,1021.70,0.18,18
903540,26.69,968.17,0,24.09,-8.75,4.24,1.22,4:6:0,34.205528N,-112.951607W,1021.80,0.01,18
904541,26.68,968.17,0,24.08,-8.73,4.22,1.17,4:6:1,34.205528N,-112.951607W,1021.50,0.00,18
905542,26.68,968.07,0,24.07,-9.03,4.33,1.30,4:6:2,34.205528N,-112.951607W,1021.50,0.00,18
906543,26.68,967.98,0,24.06,-8.97,4.24,1.23,4:6:3,34.205528N,-112.951607W,1021.50,0.00,18
907544,26.68,967.98,0,24.11,-8.58,4.19,1.23,4:6:4,34.205528N,-112.951607W,1021.50,0.00,18
908545,26.68,967.98,0,24.05,-8.92,4.28,1.26,4:6:5,34.205528N,-112.951607W,1021.50,0.00,18
909546,26.68,968.07,0,24.08,-8.70,4.17,1.17,4:6:6,34.205528N,-112.951607W,1021.50,0.00,18
910547,26.69,968.07,0,24.00,-8.79,4.29,1.26,4:6:7,34.205528N,-112.951607W,1021.50,0.01,18
911548,26.69,968.07,0,24.07,-8.76,4.26,1.20,4:6:8,34.205528N,-112.951607W,1021.50,0.00,18
912549,26.69,968.07,0,24.06,-8.75,4.24,1.18,4:6:9,34.205528N,-112.951607W,1021.50,0.00,18
913550,26.69,968.07,0,24.14,-8.67,3.91,1.12,4:6:10,34.205528N,-112.951607W,1021.50,0.00,18
914551,26.69,967.89,0,24.07,-8.78,4.02,1.27,4:6:11,34.205528N,-112.951607W,1021.50,0.00,18
915552,26.70,967.89,0,24.04,-9.56,3.00,0.83,4:6:12,34.205528N,-112.951607W,1021.50,0.02,17
916553,26.70,967.89,0,24.10,-10.23,3.19,1.25,4:6:13,34.205528N,-112.951614W,1021.50,0.08,17
917554,26.70,967.98,0,24.06,-10.17,2.85,0.87,4:6:14,34.205524N,-112.951614W,1021.50,3.20,17
918555,26.69,968.26,0,24.07,-10.54,2.73,3.12,4:6:15,34.205517N,-112.951645W,1021.50,7.80,17
919556,26.68,968.71,0,24.10,-11.20,3.56,0.02,4:6:16,34.205505N,-112.951691W,1021.50,12.24,17
920557,26.66,969.26,0,24.10,-7.78,2.86,-0.05,4:6:17,34.205486N,-112.951759W,1021.40,15.25,17
921558,26.65,969.72,0,24.07,-12.28,5.10,3.09,4:6:18,34.205460N,-112.951820W,1021.30,14.70,17
922559,26.64,970.18,0,24.12,-8.95,5.31,0.99,4:6:19,34.205429N,-112.951897W,1021.30,13.85,17
923560,26.64,971.09,0,24.17,-7.38,0.56,0.07,4:6:20,34.205406N,-112.951950W,1021.30,10.41,17
924561,26.64,971.55,0,24.13,-6.23,0.79,-0.35,4:6:21,34.205387N,-112.951988W,1021.00,8.11,17
925562,26.64,972.19,0,24.12,-8.43,3.03,3.13,4:6:22,34.205368N,-112.952042W,1020.90,10.58,17
926563,26.64,972.46,0,24.18,-8.24,4.51,0.67,4:6:23,34.205345N,-112.952103W,1020.50,13.05,17
