time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
902068,24.63,419.13,31,28.86,-8.70,4.43,-0.16,10:46:33,33.664631N,-114.007446W,483.40,0.12,17
903069,24.63,419.22,33,28.87,-8.69,4.42,-0.16,10:46:34,33.664631N,-114.007446W,483.50,0.05,17
904070,24.63,419.22,31,28.86,-8.69,4.42,-0.17,10:46:35,33.664631N,-114.007446W,483.50,0.08,17
905071,24.62,419.13,30,28.84,-8.69,4.43,-0.17,10:46:36,33.664631N,-114.007446W,483.50,0.05,17
906072,24.63,419.22,31,28.87,-8.70,4.42,-0.17,10:46:37,33.664631N,-114.007446W,483.50,0.07,17
907073,24.64,419.22,31,28.86,-8.69,4.42,-0.17,10:46:38,33.664631N,-114.007446W,483.50,0.06,17
908074,24.64,419.31,30,28.90,-8.70,4.43,-0.17,10:46:39,33.664631N,-114.007446W,483.60,0.06,17
909075,24.65,419.31,31,28.85,-8.68,4.42,-0.17,10:46:40,33.664631N,-114.007446W,483.60,0.09,17
910076,24.67,419.22,30,28.91,-8.69,4.41,-0.17,10:46:41,33.664631N,-114.007446W,483.50,0.09,17
911077,24.68,419.13,30,28.87,-8.70,4.43,-0.18,10:46:42,33.664631N,-114.007446W,483.40,0.10,18
912078,24.70,419.22,31,28.88,-8.69,4.42,-0.17,10:46:43,33.664631N,-114.007439W,483.40,0.07,18
913079,24.72,419.22,31,28.87,-8.69,4.42,-0.17,10:46:44,33.664631N,-114.007439W,483.40,0.17,18
914080,24.74,419.31,31,28.91,-8.70,4.42,-0.18,10:46:45,33.664631N,-114.007439W,483.40,0.12,18
915081,24.74,419.22,30,28.88,-8.69,4.42,-0.18,10:46:46,33.664631N,-114.007439W,483.40,0.08,18
916082,24.72,419.22,31,28.85,-8.69,4.42,-0.17,10:46:47,33.664631N,-114.007439W,483.30,0.09,18
917083,24.71,419.13,31,28.87,-8.70,4.42,-0.18,10:46:48,33.664631N,-114.007439W,483.30,0.24,18
918084,24.70,419.13,30,28.87,-8.69,4.42,-0.18,10:46:49,33.664631N,-114.007439W,483.30,0.15,18
919085,24.71,419.13,30,28.89,-8.68,4.43,-0.17,10:46:50,33.664631N,-114.007446W,483.30,0.13,18
920086,24.71,419.13,31,28.91,-8.68,4.43,-0.18,10:46:51,33.664631N,-114.007439W,483.30,0.05,18
921087,24.72,419.13,33,28.91,-8.70,4.43,-0.17,10:46:52,33.664631N,-114.007439W,483.30,0.02,18
922088,24.74,419.05,33,28.92,-8.69,4.42,-0.17,10:46:53,33.664631N,-114.007439W,483.30,0.05,18
923089,24.77,419.05,31,28.94,-8.69,4.42,-0.18,10:46:54,33.664631N,-114.007439W,483.30,0.08,18
924090,24.79,419.05,31,28.91,-8.69,4.42,-0.18,10:46:55,33.664631N,-114.007439W,483.30,0.05,18
925091,24.82,419.05,30,28.90,-8.69,4.43,-0.17,10:46:56,33.664631N,-114.007439W,483.30,0.02,18
926092,24.83,418.96,30,28.92,-8.69,4.43,-0.17,10:46:57,33.664631N,-114.007439W,483.30,0.01,18
927093,24.85,419.05,25,28.87,-8.69,4.42,-0.17,10:46:58,33.664631N,-114.007439W,483.30,0.09,18
