time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
7208370,-14.90,17716.09,369,-12.88,0.20,0.00,9.70,12:31:39,33.991669N,-113.469353W,18549.10,47.47,17
7209371,-15.02,17735.83,338,-12.88,-0.63,-0.27,9.81,12:31:40,33.991737N,-113.469116W,18553.60,49.40,17
7210372,-15.14,17749.76,313,-12.86,-0.50,0.37,9.61,12:31:41,33.991810N,-113.468903W,18558.70,49.67,17
7211373,-15.22,17762.98,316,-12.89,-0.38,0.34,9.60,12:31:42,33.991898N,-113.468697W,18563.10,48.65,17
7212374,-15.24,17774.02,375,-12.89,-0.44,-0.54,9.91,12:31:43,33.991974N,-113.468491W,18567.00,47.51,17
7213375,-15.24,17850.36,340,-12.88,-0.59,-0.24,9.99,12:31:44,33.992058N,-113.468300W,18571.60,45.95,17
7214376,-15.23,17896.77,351,-12.88,-0.49,-0.30,10.02,12:31:45,33.992126N,-113.468094W,18574.40,44.50,17
7215377,-15.23,17883.26,345,-12.88,-0.59,-0.52,10.11,12:31:46,33.992191N,-113.467903W,18576.80,44.29,17
7216378,-15.25,17886.26,355,-12.88,-0.65,-0.36,10.24,12:31:47,33.992264N,-113.467712W,18580.40,45.38,17
7217379,-15.29,17937.48,379,-12.87,-0.05,-0.39,10.23,12:31:48,33.992340N,-113.467491W,18583.60,44.18,17
7218380,-15.31,17917.85,346,-12.89,0.36,-0.12,10.28,12:31:49,33.992416N,-113.467300W,18586.90,45.43,17
7219381,-15.32,17895.27,372,-12.89,-0.23,-0.07,10.30,12:31:50,33.992485N,-113.467125W,18591.00,44.20,17
7220382,-15.33,17962.49,377,-12.89,-0.42,-0.21,10.20,12:31:51,33.992558N,-113.466934W,18594.50,44.62,17
7221383,-15.33,17863.05,369,-12.89,-0.20,-0.07,10.07,12:31:52,33.992626N,-113.466751W,18598.20,41.27,17
7222384,-15.31,17749.76,336,-12.89,-0.55,-0.09,10.07,12:31:53,33.992702N,-113.466576W,18601.80,40.15,17
7223385,-15.04,17769.60,304,-12.89,0.03,-0.72,9.99,12:31:54,33.992775N,-113.466393W,18605.30,40.39,17
7224386,-15.09,17829.52,367,-12.90,-0.52,-0.43,10.06,12:31:55,33.992859N,-113.466217W,18609.70,41.46,17
7225387,-15.13,17868.29,323,-12.89,0.06,-0.16,10.21,12:31:56,33.992939N,-113.466034W,18613.70,42.07,17
7226388,-15.15,17869.04,332,-12.88,0.18,-0.02,10.22,12:31:57,33.993011N,-113.465866W,18617.20,41.68,17
7227389,-15.21,17911.06,331,-12.90,-0.15,-0.27,10.35,12:31:58,33.993092N,-113.465706W,18621.30,41.82,17
7228390,-15.25,17928.41,328,-12.89,-0.37,-0.26,10.29,12:31:59,33.993172N,-113.465538W,18626.00,40.33,17
7229391,-15.26,17912.57,298,-12.90,-0.24,-0.13,10.07,12:32:0,33.993244N,-113.465370W,18629.90,39.04,17
7230392,-15.28,17899.03,270,-12.89,-0.45,-0.38,9.87,12:32:1,33.993313N,-113.465202W,18633.70,38.36,17
7231393,-15.30,17888.51,302,-12.89,0.26,-0.55,9.77,12:32:2,33.993385N,-113.465027W,18638.40,39.57,17
7232394,-15.31,17854.84,11,-12.90,-0.14,0.02,9.70,12:32:3,33.993458N,-113.464844W,18641.80,38.70,17
7233395,-15.03,17839.93,350,-12.91,-0.59,-0.33,10.02,12:32:4,33.993557N,-113.464653W,18645.80,43.23,17
7234396,-15.11,17749.76,338,-12.90,-0.59,-0.46,10.27,12:32:5,33.993656N,-113.464462W,18649.00,44.24,17
7235397,-14.76,17694.23,369,-12.90,-0.27,-0.36,10.30,12:32:6,33.993744N,-113.464279W,18652.60,45.22,17
7236398,-14.48,17729.24,371,-12.90,-0.11,-0.47,10.36,12:32:7,33.993839N,-113.464088W,18656.90,44.77,17
7237399,-14.70,17813.93,370,-12.91,-0.13,-0.43,10.33,12:32:8,33.993931N,-113.463921W,18661.00,45.82,17
7238400,-14.86,17870.53,353,-12.91,-0.44,-0.06,10.06,12:32:9,33.994026N,-113.463760W,18664.70,41.95,17
7239401,-14.96,17905.79,343,-12.93,-0.77,-0.45,9.86,12:32:10,33.994114N,-113.463577W,18669.20,42.00,17
7240402,-15.01,17906.55,328,-12.91,-0.40,-0.46,9.75,12:32:11,33.994213N,-113.463425W,18674.00,42.48,17
7241403,-15.14,17906.55,326,-12.91,-0.11,-0.25,9.94,12:32:12,33.994312N,-113.463242W,18677.50,43.51,17
7242404,-15.24,17902.79,342,-12.92,-0.18,-0.24,10.33,12:32:13,33.994411N,-113.463066W,18680.70,44.65,17
7243405,-15.27,17899.03,369,-12.93,-0.45,-0.24,10.40,12:32:14,33.994511N,-113.462875W,18684.10,45.64,17
7244406,-15.19,17868.29,377,-12.94,-0.74,-0.51,10.37,12:32:15,33.994617N,-113.462692W,18687.60,44.99,17
7245407,-14.90,17878.02,370,-12.94,-0.39,-0.24,10.11,12:32:16,33.994713N,-113.462524W,18691.80,43.09,17
7246408,-14.92,17887.01,364,-12.92,0.11,-0.13,9.80,12:32:17,33.994793N,-113.462364W,18696.70,41.76,17
7247409,-14.95,17893.77,370,-12.95,0.07,-0.43,9.83,12:32:18,33.994888N,-113.462196W,18700.40,41.09,17
7248410,-14.96,17899.03,366,-12.91,-0.54,-0.27,9.92,12:32:19,33.994961N,-113.462044W,18704.50,39.86,17
7249411,-14.95,17885.51,367,-12.91,-0.46,-0.47,10.07,12:32:20,33.995033N,-113.461876W,18708.30,39.12,17
7250412,-14.71,17934.45,356,-12.94,-0.74,-0.26,10.13,12:32:21,33.995121N,-113.461708W,18710.80,39.62,17
7251413,-14.74,17953.38,357,-12.94,-0.49,-0.52,10.21,12:32:22,33.995197N,-113.461540W,18714.80,39.81,17
7252414,-14.74,17895.27,365,-12.91,-0.37,-0.64,10.27,12:32:23,33.995277N,-113.461372W,18718.50,38.98,17
7253415,-14.35,17905.04,323,-12.93,-0.37,-0.23,10.18,12:32:24,33.995350N,-113.461212W,18722.00,38.93,17
7254416,-14.43,17906.55,331,-12.92,0.28,-0.15,10.03,12:32:25,33.995422N,-113.461044W,18726.10,39.38,17
7255417,-14.34,17873.52,328,-12.95,-0.12,0.00,9.97,12:32:26,33.995510N,-113.460861W,18730.50,40.39,17
7256418,-14.06,17891.52,294,-12.96,-0.50,-0.43,9.91,12:32:27,33.995586N,-113.460701W,18734.00,40.66,17
7257419,-14.17,17881.76,341,-12.95,-0.37,-0.30,9.93,12:32:28,33.995659N,-113.460518W,18737.40,41.24,17
7258420,-13.99,17786.55,416,-12.95,-0.59,-0.11,9.98,12:32:29,33.995743N,-113.460342W,18741.20,42.59,17
7259421,-14.08,17739.49,369,-12.93,-0.29,-0.35,10.05,12:32:30,33.995827N,-113.460144W,18744.20,42.93,17
7260422,-13.75,17791.72,347,-12.91,-0.74,-0.27,10.12,12:32:31,33.995899N,-113.459969W,18747.20,42.24,17
7261423,-13.90,17826.54,361,-12.98,-0.11,-0.48,10.24,12:32:32,33.995968N,-113.459801W,18750.90,41.37,17
7262424,-13.89,17727.78,395,-13.01,-0.48,0.26,10.30,12:32:33,33.996048N,-113.459610W,18754.40,42.24,17
7263425,-13.90,17722.66,331,-12.98,-0.27,-0.20,10.32,12:32:34,33.996128N,-113.459427W,18757.30,42.44,17
7264426,-13.55,17781.39,323,-13.01,-0.38,-0.19,10.23,12:32:35,33.996193N,-113.459236W,18761.10,42.24,17
7265427,-13.70,17828.77,313,-13.00,-0.21,-0.21,10.11,12:32:36,33.996258N,-113.459068W,18765.30,42.32,17
7266428,-13.80,17871.28,340,-13.02,-0.41,-0.51,9.93,12:32:37,33.996342N,-113.458878W,18769.50,43.04,17
7267429,-13.87,17833.23,131,-12.99,-0.09,-0.73,9.86,12:32:38,33.996422N,-113.458687W,18773.80,42.45,17
7268430,-13.94,17837.70,361,-12.99,-0.45,-0.65,9.94,12:32:39,33.996498N,-113.458511W,18777.50,41.18,17
