time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
1202368,24.03,403.37,39,29.66,-8.81,1.26,4.93,10:51:33,33.664631N,-114.007446W,483.30,0.06,18
1203369,24.07,407.78,29,29.65,-10.07,-0.28,-0.27,10:51:34,33.664631N,-114.007446W,483.30,0.40,18
1204370,24.09,410.99,28,29.64,-8.67,-2.62,-3.07,10:51:35,33.664631N,-114.007446W,483.30,0.24,18
1205371,24.10,413.24,26,29.68,-8.73,-2.80,-3.40,10:51:36,33.664631N,-114.007446W,483.20,0.33,18
1206372,24.11,414.97,25,29.65,-8.63,-2.66,-3.40,10:51:37,33.664631N,-114.007446W,483.20,0.08,18
1207373,24.11,416.27,26,29.64,-8.75,-2.82,-3.43,10:51:38,33.664631N,-114.007446W,483.20,0.08,18
1208374,24.11,417.31,26,29.68,-8.67,-2.71,-3.60,10:51:39,33.664631N,-114.007446W,483.20,0.18,18
1209375,24.12,417.92,26,29.66,-8.77,-2.63,-3.47,10:51:40,33.664635N,-114.007446W,483.20,0.09,18
1210376,24.12,418.44,26,29.68,-8.85,-2.59,-3.42,10:51:41,33.664635N,-114.007446W,483.20,0.15,18
1211377,24.12,418.79,28,29.69,-8.81,-2.68,-3.40,10:51:42,33.664635N,-114.007446W,483.20,0.06,18
1212378,24.12,419.05,29,29.68,-8.51,-1.54,-3.67,10:51:43,33.664635N,-114.007446W,483.20,0.01,18
1213379,24.11,419.22,26,29.66,-9.08,-0.95,-3.71,10:51:44,33.664635N,-114.007446W,483.20,0.01,18
1214380,24.11,419.31,30,29.71,-8.81,-3.22,-4.46,10:51:45,33.664635N,-114.007446W,483.20,0.03,18
1215381,24.13,419.65,28,29.68,-9.58,2.41,-0.41,10:51:46,33.664635N,-114.007446W,483.20,0.10,18
1216382,24.13,419.74,18,29.70,-9.44,1.59,-0.46,10:51:47,33.664635N,-114.007446W,483.30,0.41,18
1217383,24.14,420.00,40,29.69,-9.63,1.28,1.75,10:51:48,33.664635N,-114.007446W,483.40,0.31,18
1218384,24.14,420.17,34,29.70,-8.67,3.10,3.01,10:51:49,33.664635N,-114.007446W,483.40,0.18,18
1219385,24.15,420.26,34,29.69,-9.29,3.25,1.82,10:51:50,33.664635N,-114.007446W,483.40,0.13,18
1220386,24.16,420.35,33,29.68,-9.91,4.18,2.52,10:51:51,33.664635N,-114.007446W,483.40,0.05,18
1221387,24.17,420.35,31,29.70,-8.74,3.22,1.56,10:51:52,33.664635N,-114.007446W,483.30,0.05,18
1222388,24.17,420.43,30,29.67,-8.85,3.31,1.00,10:51:53,33.664635N,-114.007446W,483.30,0.05,18
1223389,24.18,420.43,30,29.68,-9.50,4.14,0.84,10:51:54,33.664635N,-114.007446W,483.20,0.03,18
1224390,24.19,420.52,31,29.69,-9.07,3.22,1.14,10:51:55,33.664635N,-114.007446W,483.20,0.01,18
1225391,24.20,420.52,33,29.73,-9.39,2.85,1.37,10:51:56,33.664635N,-114.007446W,483.20,0.18,18
1226392,24.20,420.43,35,29.68,-9.50,2.77,0.94,10:51:57,33.664635N,-114.007446W,483.10,0.17,18
1227393,24.21,420.26,36,29.72,-9.27,3.41,-0.16,10:51:58,33.664635N,-114.007446W,483.20,0.05,18
1228394,24.22,420.17,35,29.65,-9.39,3.15,0.01,10:51:59,33.664635N,-114.007446W,483.20,0.28,18
1229395,24.24,420.09,31,29.71,-9.21,2.99,0.27,10:52:0,33.664635N,-114.007446W,483.20,0.14,18
1230396,24.25,420.17,34,29.69,-9.61,2.66,-0.79,10:52:1,33.664635N,-114.007446W,483.20,0.16,18
1231397,24.26,420.17,28,29.70,-9.60,2.15,-1.60,10:52:2,33.664635N,-114.007446W,483.30,0.08,17
1232398,24.28,420.17,29,29.72,-10.18,1.51,-0.59,10:52:3,33.664635N,-114.007446W,483.30,0.16,18
1233399,24.28,420.09,29,29.69,-10.19,1.27,0.61,10:52:4,33.664635N,-114.007446W,483.30,0.20,18
1234400,24.28,420.17,31,29.68,-9.91,0.83,0.84,10:52:5,33.664635N,-114.007446W,483.30,0.16,18
1235401,24.29,420.00,33,29.74,-7.61,4.60,0.12,10:52:6,33.664635N,-114.007446W,483.30,0.15,18
1236402,24.30,419.91,31,29.74,-8.17,5.34,0.16,10:52:7,33.664639N,-114.007446W,483.40,0.21,18
1237403,24.30,419.91,34,29.71,-8.64,4.72,1.23,10:52:8,33.664639N,-114.007446W,483.40,0.10,18
1238404,24.29,419.83,36,29.75,-7.52,2.95,1.12,10:52:9,33.664639N,-114.007446W,483.40,0.17,18
1239405,24.27,419.74,34,29.73,-10.28,2.39,0.11,10:52:10,33.664639N,-114.007446W,483.30,0.31,18
1240406,24.25,419.48,35,29.72,-8.54,4.70,-0.15,10:52:11,33.664639N,-114.007446W,483.20,0.59,18
1241407,24.25,419.31,34,29.79,-8.53,4.71,-0.17,10:52:12,33.664639N,-114.007446W,483.10,0.24,18
1242408,24.24,419.13,36,29.77,-8.54,4.71,-0.17,10:52:13,33.664639N,-114.007446W,483.00,0.15,18
1243409,24.24,419.05,34,29.79,-8.53,4.71,-0.15,10:52:14,33.664642N,-114.007446W,483.10,0.14,18
1244410,24.23,418.96,35,29.79,-8.53,4.70,-0.17,10:52:15,33.664642N,-114.007446W,483.20,0.03,18
1245411,24.24,418.96,35,29.80,-8.53,4.70,-0.15,10:52:16,33.664642N,-114.007446W,483.10,0.36,18
1246412,24.24,418.96,35,29.79,-8.54,4.70,-0.16,10:52:17,33.664642N,-114.007446W,483.10,0.10,18
1247413,24.23,418.87,35,29.69,-8.54,4.71,-0.16,10:52:18,33.664642N,-114.007446W,483.10,0.03,18
1248414,24.21,418.96,35,29.75,-8.55,4.70,-0.16,10:52:19,33.664642N,-114.007446W,483.10,0.05,18
1249415,24.20,419.13,35,29.81,-8.54,4.71,-0.17,10:52:20,33.664642N,-114.007446W,483.20,0.10,18
1250416,24.19,419.13,35,29.76,-8.53,4.70,-0.16,10:52:21,33.664642N,-114.007446W,483.10,0.13,18
1251417,24.19,419.13,35,29.82,-8.53,4.70,-0.16,10:52:22,33.664642N,-114.007446W,483.20,0.07,18
1252418,24.19,419.13,35,29.80,-8.53,4.71,-0.16,10:52:23,33.664642N,-114.007446W,483.20,0.06,18
1253419,24.20,419.13,35,29.82,-8.53,4.70,-0.17,10:52:24,33.664642N,-114.007446W,483.20,0.02,18
1254420,24.22,419.13,35,29.78,-8.53,4.71,-0.16,10:52:25,33.664642N,-114.007446W,483.20,0.09,18
1255421,24.23,419.13,35,29.80,-8.54,4.70,-0.16,10:52:26,33.664642N,-114.007446W,483.20,0.09,18
1256422,24.24,419.13,35,29.84,-8.53,4.70,-0.16,10:52:27,33.664642N,-114.007446W,483.20,0.15,18
1257423,24.24,419.13,35,29.85,-8.53,4.70,-0.16,10:52:28,33.664642N,-114.007446W,483.20,0.18,18
1258424,24.25,419.13,35,29.85,-8.54,4.71,-0.16,10:52:29,33.664642N,-114.007446W,483.20,0.02,17
1259425,24.26,419.13,35,29.86,-8.54,4.70,-0.17,10:52:30,33.664642N,-114.007446W,483.20,0.03,17
1260426,24.28,419.13,35,29.81,-8.54,4.70,-0.16,10:52:31,33.664642N,-114.007446W,483.20,0.15,17
1261427,24.28,419.13,35,29.85,-8.54,4.71,-0.16,10:52:32,33.664642N,-114.007446W,483.30,0.22,17
1262428,24.30,419.05,35,29.86,-8.53,4.70,-0.16,10:52:33,33.664642N,-114.007446W,483.30,0.13,17
1263429,24.32,419.05,34,29.85,-8.54,4.69,-0.15,10:52:34,33.664642N,-114.007446W,483.20,0.10,17
1264430,24.34,419.05,35,29.87,-8.53,4.70,-0.16,10:52:35,33.664642N,-114.007446W,483.20,0.08,17
1265431,24.36,419.05,35,29.78,-8.53,4.70,-0.16,10:52:36,33.664642N,-114.007446W,483.20,0.10,17
1266432,24.38,419.05,35,29.85,-8.54,4.71,-0.16,10:52:37,33.664642N,-114.007446W,483.20,0.08,17
1267433,24.39,419.05,35,29.84,-8.54,4.70,-0.15,10:52:38,33.664642N,-114.007446W,483.20,0.02,17
1268434,24.40,419.05,34,29.84,-8.53,4.70,-0.15,10:52:39,33.664642N,-114.007446W,483.20,0.05,17
1269435,24.41,419.05,35,29.82,-8.52,4.70,-0.17,10:52:40,33.664642N,-114.007446W,483.20,0.02,17
1270436,24.40,419.13,34,29.90,-8.54,4.70,-0.17,10:52:41,33.664642N,-114.007446W,483.20,0.05,17
1271437,24.40,419.13,35,29.87,-8.53,4.70,-0.16,10:52:42,33.664642N,-114.007446W,483.20,0.12,17
1272438,24.40,419.05,35,29.87,-8.53,4.70,-0.16,10:52:43,33.664642N,-114.007446W,483.20,0.06,16
1273439,24.41,419.13,35,29.87,-8.53,4.70,-0.16,10:52:44,33.664642N,-114.007446W,483.20,0.07,16
1274440,24.42,419.13,34,29.86,-8.54,4.70,-0.16,10:52:45,33.664642N,-114.007446W,483.20,0.05,17
1275441,24.44,419.13,35,29.85,-8.54,4.70,-0.15,10:52:46,33.664642N,-114.007446W,483.20,0.03,17
1276442,24.45,419.13,35,29.89,-8.53,4.70,-0.16,10:52:47,33.664642N,-114.007446W,483.20,0.02,17
1277443,24.47,419.22,35,29.87,-8.54,4.69,-0.16,10:52:48,33.664642N,-114.007446W,483.20,0.06,17
1278444,24.49,419.13,35,29.87,-8.54,4.69,-0.16,10:52:49,33.664642N,-114.007446W,483.20,0.06,17
1279445,24.51,419.13,34,29.88,-8.53,4.71,-0.16,10:52:50,33.664642N,-114.007446W,483.20,0.01,17
1280446,24.53,419.13,35,29.86,-8.54,4.70,-0.16,10:52:51,33.664642N,-114.007446W,483.20,0.02,17
1281447,24.55,419.05,35,29.87,-8.54,4.70,-0.16,10:52:52,33.664642N,-114.007446W,483.20,0.01,17
1282448,24.57,419.05,35,29.91,-8.53,4.70,-0.17,10:52:53,33.664642N,-114.007446W,483.20,0.01,17
1283449,24.58,418.96,35,29.87,-8.54,4.71,-0.16,10:52:54,33.664642N,-114.007446W,483.20,0.03,17
1284450,24.60,418.96,35,29.89,-8.54,4.71,-0.16,10:52:55,33.664642N,-114.007446W,483.20,0.01,17
1285451,24.63,418.87,36,29.88,-8.54,4.70,-0.16,10:52:56,33.664642N,-114.007446W,483.20,0.01,18
1286452,24.65,418.96,35,29.91,-8.53,4.71,-0.16,10:52:57,33.664642N,-114.007446W,483.20,0.00,17
1287453,24.67,418.96,35,29.89,-8.53,4.70,-0.17,10:52:58,33.664642N,-114.007446W,483.20,0.08,18
1288454,24.68,418.87,35,29.94,-8.54,4.70,-0.16,10:52:59,33.664642N,-114.007446W,483.20,0.17,18
1289455,24.70,418.96,35,29.91,-8.53,4.69,-0.17,10:53:0,33.664642N,-114.007446W,483.30,0.12,18
1290456,24.71,418.96,35,29.90,-8.53,4.70,-0.16,10:53:1,33.664642N,-114.007446W,483.20,0.10,18
1291457,24.73,418.87,35,29.91,-8.54,4.70,-0.16,10:53:2,33.664642N,-114.007446W,483.20,0.09,18
1292458,24.75,418.96,35,29.90,-8.53,4.70,-0.17,10:53:3,33.664639N,-114.007446W,483.30,0.21,18
1293459,24.77,418.87,35,29.91,-8.53,4.72,-0.18,10:53:4,33.664639N,-114.007446W,483.30,0.06,18
1294460,24.78,418.96,35,29.90,-8.53,4.70,-0.16,10:53:5,33.664639N,-114.007446W,483.20,0.10,18
1295461,24.79,418.87,35,29.92,-8.53,4.70,-0.16,10:53:6,33.664639N,-114.007446W,483.30,0.06,18
1296462,24.81,418.87,35,29.89,-8.54,4.69,-0.15,10:53:7,33.664639N,-114.007446W,483.20,0.09,18
1297463,24.83,418.96,35,29.94,-8.54,4.70,-0.16,10:53:8,33.664639N,-114.007446W,483.30,0.09,18
1298464,24.85,418.87,35,29.94,-8.53,4.70,-0.15,10:53:9,33.664639N,-114.007446W,483.20,0.08,18
1299465,24.86,418.87,35,29.94,-8.54,4.71,-0.16,10:53:10,33.664639N,-114.007446W,483.30,0.08,18
1300466,24.88,418.87,35,29.94,-8.54,4.70,-0.15,10:53:11,33.664639N,-114.007446W,483.30,0.06,18
1301467,24.89,418.87,35,29.96,-8.53,4.70,-0.16,10:53:12,33.664639N,-114.007446W,483.30,0.08,18
1302468,24.90,418.87,34,29.95,-8.54,4.70,-0.15,10:53:13,33.664639N,-114.007446W,483.30,0.07,18
1303469,24.91,418.79,34,29.95,-8.53,4.71,-0.16,10:53:14,33.664639N,-114.007446W,483.20,0.06,18
1304470,24.93,418.87,34,29.96,-8.53,4.70,-0.16,10:53:15,33.664639N,-114.007446W,483.30,0.08,18
1305471,24.95,418.96,34,29.93,-8.54,4.70,-0.17,10:53:16,33.664639N,-114.007446W,483.20,0.26,18
1306472,24.97,418.96,34,29.97,-8.53,4.70,-0.17,10:53:17,33.664639N,-114.007446W,483.30,0.17,18
1307473,24.99,418.96,34,29.95,-8.54,4.71,-0.16,10:53:18,33.664639N,-114.007446W,483.30,0.07,18
1308474,25.01,418.87,34,29.93,-8.54,4.71,-0.17,10:53:19,33.664639N,-114.007446W,483.30,0.06,18
1309475,25.03,418.87,34,29.94,-8.54,4.70,-0.17,10:53:20,33.664639N,-114.007446W,483.30,0.05,18
1310476,25.05,418.87,34,29.97,-8.54,4.70,-0.16,10:53:21,33.664639N,-114.007446W,483.30,0.15,18
1311477,25.06,418.70,35,29.93,-8.53,4.70,-0.15,10:53:22,33.664639N,-114.007446W,483.30,0.09,18
1312478,25.08,418.79,35,29.93,-8.54,4.71,-0.15,10:53:23,33.664639N,-114.007446W,483.30,0.05,18
1313479,25.06,418.87,34,29.97,-8.54,4.70,-0.16,10:53:24,33.664639N,-114.007446W,483.30,0.05,18
1314480,25.05,418.96,34,29.96,-8.53,4.71,-0.15,10:53:25,33.664639N,-114.007446W,483.30,0.06,18
1315481,25.05,418.96,34,29.98,-8.54,4.69,-0.16,10:53:26,33.664639N,-114.007446W,483.30,0.06,18
1316482,25.05,418.96,34,29.97,-8.54,4.70,-0.16,10:53:27,33.664639N,-114.007446W,483.30,0.07,18
1317483,25.06,418.96,34,30.05,-8.52,4.70,-0.16,10:53:28,33.664639N,-114.007446W,483.40,0.09,18
1318484,25.07,418.87,35,30.00,-8.53,4.69,-0.17,10:53:29,33.664639N,-114.007446W,483.40,0.09,18
1319485,25.08,418.87,35,29.97,-8.55,4.70,-0.16,10:53:30,33.664639N,-114.007446W,483.40,0.05,18
1320486,25.07,418.87,35,29.96,-8.54,4.69,-0.16,10:53:31,33.664639N,-114.007446W,483.40,0.15,18
1321487,25.05,418.96,35,30.04,-8.52,4.70,-0.17,10:53:32,33.664639N,-114.007446W,483.50,0.15,18
1322488,25.04,419.05,35,29.99,-8.53,4.71,-0.17,10:53:33,33.664639N,-114.007446W,483.50,0.07,18
1323489,25.04,418.87,35,29.98,-8.54,4.71,-0.15,10:53:34,33.664639N,-114.007446W,483.50,0.05,18
1324490,25.02,418.70,34,30.04,-8.57,4.69,-0.15,10:53:35,33.664639N,-114.007446W,483.40,0.14,18
1325491,25.01,418.70,35,30.05,-8.51,4.72,-0.17,10:53:36,33.664639N,-114.007446W,483.40,0.06,18
1326492,24.99,418.70,35,29.97,-8.53,4.71,-0.17,10:53:37,33.664639N,-114.007446W,483.40,0.07,17
1327493,24.96,418.70,35,29.98,-8.56,4.69,-0.15,10:53:38,33.664635N,-114.007446W,483.40,0.08,17
1328494,24.94,418.70,35,30.02,-8.53,4.70,-0.16,10:53:39,33.664635N,-114.007446W,483.30,0.08,17
1329495,24.94,418.70,35,30.04,-8.55,4.70,-0.15,10:53:40,33.664635N,-114.007446W,483.30,0.08,17
