time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
2403568,25.29,420.26,34,32.44,-8.60,4.55,-0.62,11:11:34,33.664619N,-114.007439W,485.70,0.12,18
2404569,25.29,420.17,33,32.48,-8.59,4.55,-0.62,11:11:35,33.664619N,-114.007439W,485.80,0.09,19
2405570,25.28,420.17,33,32.48,-8.58,4.55,-0.62,11:11:36,33.664619N,-114.007439W,485.70,0.13,18
2406571,25.27,420.17,33,32.46,-8.59,4.56,-0.63,11:11:37,33.664619N,-114.007439W,485.70,0.12,18
2407572,25.25,420.17,34,32.48,-8.59,4.56,-0.62,11:11:38,33.664619N,-114.007439W,485.70,0.09,19
2408573,25.24,420.17,33,32.48,-8.59,4.56,-0.62,11:11:39,33.664619N,-114.007439W,485.70,0.06,18
2409574,25.24,420.09,33,32.48,-8.59,4.55,-0.62,11:11:40,33.664619N,-114.007439W,485.70,0.07,17
2410575,25.26,420.09,33,32.46,-8.59,4.56,-0.62,11:11:41,33.664619N,-114.007439W,485.70,0.06,18
2411576,25.27,420.17,33,32.50,-8.58,4.56,-0.62,11:11:42,33.664619N,-114.007439W,485.70,0.10,18
2412577,25.28,420.17,33,32.52,-8.58,4.55,-0.62,11:11:43,33.664619N,-114.007439W,485.80,0.06,18
2413578,25.27,420.17,33,32.48,-8.58,4.56,-0.61,11:11:44,33.664619N,-114.007439W,485.80,0.02,18
2414579,25.26,420.17,33,32.47,-8.58,4.56,-0.62,11:11:45,33.664619N,-114.007439W,485.80,0.01,18
2415580,25.26,420.17,33,32.48,-8.58,4.55,-0.62,11:11:46,33.664619N,-114.007439W,485.80,0.16,18
2416581,25.27,420.17,33,32.48,-8.60,4.55,-0.63,11:11:47,33.664619N,-114.007439W,485.80,0.02,18
2417582,25.27,420.26,33,32.49,-8.58,4.55,-0.61,11:11:48,33.664619N,-114.007439W,485.80,0.10,17
2418583,25.28,419.91,30,32.49,-8.59,4.55,-0.62,11:11:49,33.664619N,-114.007439W,485.80,0.06,18
2419584,25.28,420.00,31,32.48,-8.58,4.55,-0.61,11:11:50,33.664619N,-114.007439W,485.80,0.41,19
2420585,25.28,420.09,31,32.48,-8.59,4.55,-0.62,11:11:51,33.664619N,-114.007439W,485.80,0.17,17
2421586,25.28,420.17,33,32.46,-8.58,4.56,-0.60,11:11:52,33.664619N,-114.007439W,485.80,0.05,19
2422587,25.29,420.17,33,32.49,-8.59,4.55,-0.61,11:11:53,33.664619N,-114.007439W,485.80,0.14,18
2423588,25.31,420.17,33,32.52,-8.60,4.56,-0.62,11:11:54,33.664619N,-114.007439W,485.80,0.07,18
2424589,25.33,420.26,33,32.48,-8.59,4.56,-0.63,11:11:55,33.664619N,-114.007439W,485.80,0.07,18
2425590,25.35,420.26,34,32.48,-8.58,4.55,-0.61,11:11:56,33.664619N,-114.007439W,485.80,0.08,18
2426591,25.36,420.35,33,32.51,-8.58,4.56,-0.62,11:11:57,33.664619N,-114.007439W,485.80,0.01,19
2427592,25.39,420.35,33,32.50,-8.59,4.56,-0.63,11:11:58,33.664619N,-114.007439W,485.90,0.09,18
2428593,25.41,420.35,33,32.48,-8.59,4.56,-0.63,11:11:59,33.664619N,-114.007439W,485.90,0.09,18
2429594,25.42,420.35,34,32.46,-8.59,4.55,-0.61,11:12:0,33.664619N,-114.007439W,485.90,0.14,17
2430595,25.42,420.35,33,32.52,-8.59,4.56,-0.61,11:12:1,33.664619N,-114.007439W,485.90,0.12,17
2431596,25.42,420.26,33,32.52,-8.58,4.55,-0.63,11:12:2,33.664619N,-114.007439W,485.90,0.23,18
2432597,25.43,420.26,34,32.55,-8.59,4.55,-0.62,11:12:3,33.664619N,-114.007439W,485.90,0.13,19
2433598,25.43,420.26,33,32.49,-8.59,4.54,-0.62,11:12:4,33.664619N,-114.007439W,485.90,0.09,19
