time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
14115270,33.74,1056.53,0,7.19,-8.47,4.19,2.79,2:26:45,34.219368N,-112.948662W,1115.30,0.00,15
14116271,33.77,1056.53,0,7.21,-8.52,4.19,2.80,2:26:46,34.219368N,-112.948662W,1115.30,0.01,15
14117272,33.79,1056.53,0,7.21,-8.46,4.17,2.81,2:26:47,34.219368N,-112.948662W,1115.30,0.01,15
14118273,33.80,1056.62,0,7.20,-8.36,4.30,2.76,2:26:48,34.219368N,-112.948662W,1115.30,0.01,15
14119274,33.80,1056.62,18,7.25,-8.42,4.15,2.82,2:26:49,34.219368N,-112.948662W,1115.30,0.01,15
14120275,33.80,1056.72,0,7.23,-8.32,4.31,2.80,2:26:50,34.219368N,-112.948662W,1115.30,0.02,15
14121276,33.78,1056.72,0,7.26,-8.43,4.23,2.82,2:26:51,34.219368N,-112.948662W,1115.40,0.01,15
14122277,33.77,1056.62,18,7.29,-8.75,4.04,2.79,2:26:52,34.219368N,-112.948662W,1115.40,0.01,14
14123278,33.75,1056.62,30,7.29,-8.52,4.01,2.80,2:26:53,34.219368N,-112.948662W,1115.40,0.01,14
14124279,33.74,1056.62,0,7.27,-8.69,4.11,2.82,2:26:54,34.219368N,-112.948662W,1115.40,0.01,14
14125280,33.70,1056.62,0,7.30,-8.32,4.25,2.77,2:26:55,34.219368N,-112.948662W,1115.40,0.03,14
14126281,33.67,1056.62,0,7.27,-8.35,4.27,2.79,2:26:56,34.219368N,-112.948662W,1115.40,0.02,14
14127282,33.64,1056.62,0,7.34,-8.40,4.24,2.80,2:26:57,34.219368N,-112.948662W,1115.40,0.03,14
14128283,33.64,1056.53,0,7.28,-8.37,4.24,2.83,2:26:58,34.219368N,-112.948662W,1115.40,0.01,14
14129284,33.65,1056.53,0,7.32,-8.41,4.19,2.81,2:26:59,34.219368N,-112.948662W,1115.30,0.02,14
14130285,33.65,1056.53,0,7.41,-8.50,4.20,2.80,2:27:0,34.219368N,-112.948662W,1115.30,0.01,14
14131286,33.66,1056.53,0,7.36,-8.32,4.20,2.77,2:27:1,34.219368N,-112.948662W,1115.30,0.01,15
14132287,33.67,1056.44,0,7.41,-8.42,4.21,2.79,2:27:2,34.219368N,-112.948662W,1115.30,0.01,15
14133288,33.67,1056.53,0,7.39,-8.63,4.07,2.82,2:27:3,34.219368N,-112.948662W,1115.30,0.03,15
14134289,33.66,1056.53,15,7.44,-8.49,4.14,2.80,2:27:4,34.219368N,-112.948662W,1115.30,0.01,15
14135290,33.64,1056.53,0,7.43,-8.43,4.22,2.84,2:27:5,34.219368N,-112.948662W,1115.30,0.02,15
14136291,33.61,1056.62,14,7.42,-8.47,4.21,2.82,2:27:6,34.219368N,-112.948662W,1115.30,0.01,15
14137292,33.59,1056.62,0,7.44,-8.34,4.31,2.76,2:27:7,34.219368N,-112.948662W,1115.30,0.02,15
14138293,33.57,1056.62,24,7.45,-8.44,4.20,2.83,2:27:8,34.219368N,-112.948662W,1115.30,0.00,15
14139294,33.56,1056.62,13,7.46,-8.43,4.24,2.80,2:27:9,34.219368N,-112.948662W,1115.30,0.02,15
14140295,33.52,1056.53,0,7.45,-8.48,4.17,2.80,2:27:10,34.219368N,-112.948662W,1115.30,0.02,15
14141296,33.49,1056.62,0,7.48,-8.45,4.17,2.81,2:27:11,34.219368N,-112.948662W,1115.30,0.01,15
14142297,33.48,1056.62,0,7.51,-8.38,4.16,2.79,2:27:12,34.219368N,-112.948662W,1115.40,0.01,15
14143298,33.49,1056.62,1,7.52,-8.39,4.26,2.78,2:27:13,34.219368N,-112.948662W,1115.40,0.02,15
14144299,33.50,1056.53,0,7.46,-8.44,4.18,2.82,2:27:14,34.219368N,-112.948662W,1115.40,0.02,15
14145300,33.50,1056.53,0,7.54,-8.45,4.24,2.79,2:27:15,34.219368N,-112.948662W,1115.40,0.02,15
14146301,33.50,1056.53,21,7.52,-8.38,4.35,2.80,2:27:16,34.219368N,-112.948662W,1115.40,0.01,15
14147302,33.48,1056.44,19,7.55,-8.43,4.20,2.84,2:27:17,34.219368N,-112.948662W,1115.40,0.13,15
14148303,33.47,1056.44,0,7.59,-8.24,4.32,2.75,2:27:18,34.219368N,-112.948662W,1115.40,0.03,15
14149304,33.47,1056.44,8,7.52,-8.59,4.10,2.75,2:27:19,34.219368N,-112.948662W,1115.40,0.05,15
14150305,33.45,1056.44,16,7.55,-8.43,4.05,2.79,2:27:20,34.219368N,-112.948662W,1115.40,0.01,15
14151306,33.43,1056.44,21,7.64,-8.48,4.17,2.78,2:27:21,34.219368N,-112.948662W,1115.40,0.01,14
14152307,33.40,1056.35,1,7.61,-8.37,4.35,2.81,2:27:22,34.219368N,-112.948662W,1115.40,0.01,14
14153308,33.38,1056.35,8,7.63,-8.38,4.25,2.75,2:27:23,34.219368N,-112.948662W,1115.40,0.01,14
14154309,33.36,1056.35,4,7.62,-8.57,4.06,2.87,2:27:24,34.219368N,-112.948662W,1115.40,0.02,14
14155310,33.34,1056.35,28,7.64,-8.60,4.20,2.79,2:27:25,34.219368N,-112.948662W,1115.40,0.02,14
14156311,33.31,1056.35,0,7.60,-8.44,4.20,2.77,2:27:26,34.219368N,-112.948662W,1115.40,0.01,14
14157312,33.29,1056.35,0,7.70,-8.44,4.28,2.76,2:27:27,34.219368N,-112.948662W,1115.40,0.02,14
14158313,33.25,1056.16,1,7.67,-8.51,4.25,2.81,2:27:28,34.219368N,-112.948662W,1115.40,0.02,14
14159314,33.24,1056.25,13,7.69,-8.45,4.20,2.79,2:27:29,34.219368N,-112.948662W,1115.40,0.05,14
14160315,33.23,1056.25,30,7.69,-8.52,4.18,2.81,2:27:30,34.219368N,-112.948662W,1115.40,0.02,14
14161316,33.22,1056.25,1,7.72,-8.45,4.18,2.73,2:27:31,34.219368N,-112.948662W,1115.40,0.05,14
14162317,33.19,1056.16,10,7.70,-8.49,4.27,2.78,2:27:32,34.219368N,-112.948662W,1115.40,0.07,14
14163318,33.18,1056.16,10,7.73,-8.39,4.26,2.80,2:27:33,34.219368N,-112.948662W,1115.40,0.02,14
14164319,33.17,1056.25,13,7.70,-8.39,4.32,2.77,2:27:34,34.219368N,-112.948662W,1115.40,0.02,14
14165320,33.15,1056.25,0,7.71,-8.43,4.19,2.79,2:27:35,34.219368N,-112.948662W,1115.40,0.02,14
14166321,33.14,1056.25,9,7.73,-8.50,4.24,2.81,2:27:36,34.219368N,-112.948662W,1115.40,0.01,14
14167322,33.13,1056.35,16,7.73,-8.47,4.24,2.79,2:27:37,34.219368N,-112.948662W,1115.40,0.01,14
14168323,33.13,1056.35,0,7.75,-8.39,4.33,2.76,2:27:38,34.219368N,-112.948662W,1115.40,0.03,15
14169324,33.11,1056.35,15,7.73,-8.45,4.38,2.79,2:27:39,34.219368N,-112.948662W,1115.40,0.01,14
