time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
10511670,46.31,27115.86,405,-1.37,-0.30,-0.34,9.97,1:26:42,34.056824N,-113.223152W,30594.10,16.78,15
10512671,46.34,26662.08,410,-1.45,-0.33,-0.26,10.00,1:26:43,34.056831N,-113.223076W,30596.40,16.72,15
10513672,46.38,26329.45,414,-1.43,-0.31,-0.19,10.02,1:26:44,34.056839N,-113.223000W,30598.60,16.53,15
10514673,46.42,25981.83,420,-1.37,-0.26,-0.17,10.06,1:26:45,34.056847N,-113.222923W,30600.70,16.47,15
10515674,46.46,25388.32,13,-1.39,-0.22,-0.17,10.09,1:26:46,34.056858N,-113.222847W,30602.90,16.42,15
10516675,46.53,24886.92,10,-1.41,-0.22,-0.19,10.10,1:26:47,34.056866N,-113.222755W,30605.10,16.47,15
10517676,46.68,24542.12,11,-1.45,-0.24,-0.23,10.10,1:26:48,34.056873N,-113.222679W,30607.30,16.72,15
10518677,46.84,24320.79,10,-1.42,-0.32,-0.30,10.11,1:26:49,34.056885N,-113.222603W,30609.60,16.77,15
10519678,47.00,24216.32,14,-1.40,-0.37,-0.30,10.11,1:26:50,34.056892N,-113.222527W,30611.90,16.71,15
10520679,47.27,24154.26,13,-1.39,-0.34,-0.22,10.12,1:26:51,34.056900N,-113.222450W,30614.30,16.38,15
10521680,47.50,24095.34,35,-1.34,-0.30,-0.18,10.12,1:26:52,34.056908N,-113.222374W,30616.80,16.04,15
10522681,47.66,24156.63,411,-1.34,-0.23,-0.19,10.11,1:26:53,34.056919N,-113.222298W,30619.30,15.73,15
10523682,47.97,24377.63,401,-1.34,-0.20,-0.23,10.08,1:26:54,34.056927N,-113.222221W,30621.90,15.49,15
10524683,48.13,24593.92,391,-1.34,-0.20,-0.24,10.04,1:26:55,34.056938N,-113.222160W,30624.60,15.45,15
10525684,48.21,24766.39,370,-1.28,-0.25,-0.26,9.99,1:26:56,34.056946N,-113.222076W,30627.20,15.38,15
10526685,48.26,24970.96,380,-1.28,-0.36,-0.28,9.95,1:26:57,34.056953N,-113.222000W,30629.80,15.09,15
10527686,48.23,25202.99,380,-1.31,-0.41,-0.21,9.95,1:26:58,34.056965N,-113.221939W,30632.50,14.62,15
10528687,48.13,25388.32,372,-1.33,-0.34,-0.17,9.96,1:26:59,34.056969N,-113.221878W,30635.10,14.02,15
10529688,48.05,25520.55,371,-1.30,-0.27,-0.16,9.97,1:27:0,34.056980N,-113.221809W,30637.60,13.43,15
10530689,48.01,25633.85,391,-1.25,-0.19,-0.23,9.95,1:27:1,34.056988N,-113.221764W,30640.10,12.97,15
10531690,47.96,25683.32,374,-1.23,-0.15,-0.23,9.93,1:27:2,34.056999N,-113.221695W,30642.50,12.74,15
