time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
12613770,15.68,1730.36,155,-16.51,-0.19,2.71,10.17,2:1:43,34.215393N,-112.946907W,1808.30,10.30,15
12614771,15.68,1725.92,132,-16.49,-1.14,2.08,8.51,2:1:44,34.215374N,-112.946930W,1800.80,5.14,15
12615772,15.67,1721.19,155,-16.50,-2.32,0.89,6.54,2:1:45,34.215382N,-112.946915W,1793.90,5.51,15
12616773,15.66,1715.38,225,-16.47,3.70,1.77,13.64,2:1:46,34.215435N,-112.946915W,1786.70,14.71,15
12617774,15.70,1723.95,265,-16.48,-4.93,-2.69,10.80,2:1:47,34.215504N,-112.946930W,1778.60,19.07,15
12618775,15.78,1725.23,104,-16.45,0.09,4.69,12.67,2:1:48,34.215584N,-112.946960W,1769.40,19.65,15
12619776,15.89,1712.33,182,-16.48,1.96,-3.59,8.52,2:1:49,34.215652N,-112.947006W,1761.20,18.01,15
12620777,16.00,1702.78,184,-16.43,-4.56,0.34,5.43,2:1:50,34.215694N,-112.947075W,1753.30,16.07,15
12621778,16.09,1690.59,0,-16.37,-20.77,15.38,19.35,2:1:51,34.215702N,-112.947136W,1745.40,9.73,15
12622779,16.17,1680.09,176,-16.43,5.49,-1.38,8.42,2:1:52,34.215687N,-112.947174W,1736.90,6.33,15
12623780,16.21,1679.79,197,-16.37,-4.70,-2.68,9.63,2:1:53,34.215672N,-112.947197W,1727.80,9.10,15
12624781,16.23,1662.44,84,-16.30,3.16,-1.72,10.67,2:1:54,34.215683N,-112.947197W,1718.80,5.90,15
12625782,16.52,1652.94,58,-16.26,-1.56,0.20,11.65,2:1:55,34.215725N,-112.947189W,1711.20,9.46,15
12626783,16.56,1645.70,57,-16.34,-4.68,-2.14,8.00,2:1:56,34.215782N,-112.947212W,1703.60,18.44,15
12627784,16.62,1637.29,240,-16.23,2.10,-2.84,10.30,2:1:57,34.215843N,-112.947266W,1696.10,16.78,15
12628785,16.67,1614.75,191,-16.23,0.60,1.03,12.80,2:1:58,34.215874N,-112.947327W,1688.30,13.96,15
12629786,17.16,1607.15,152,-16.16,0.59,-0.44,11.78,2:1:59,34.215889N,-112.947418W,1680.00,18.75,15
12630787,17.14,1600.23,179,-16.18,5.57,2.62,10.52,2:2:0,34.215893N,-112.947510W,1672.00,14.63,15
12631788,17.11,1592.83,121,-16.11,-5.82,-0.05,9.02,2:2:1,34.215878N,-112.947548W,1664.00,4.62,15
12632789,17.05,1587.87,143,-16.10,8.63,4.51,10.24,2:2:2,34.215870N,-112.947548W,1662.60,2.66,15
12633790,16.99,1581.56,228,-16.10,1.03,-4.94,10.10,2:2:3,34.215927N,-112.947533W,1658.30,18.63,15
12634791,17.01,1576.12,62,-16.04,7.08,0.21,10.82,2:2:4,34.215981N,-112.947533W,1647.80,15.48,15
12635792,17.05,1580.97,236,-16.02,-6.75,-1.59,8.98,2:2:5,34.216038N,-112.947556W,1639.00,16.23,15
12636793,17.10,1569.90,122,-16.05,0.32,-1.66,9.02,2:2:6,34.216103N,-112.947632W,1630.70,17.17,14
12637794,17.18,1549.25,96,-16.05,2.08,-1.29,12.42,2:2:7,34.216129N,-112.947723W,1621.60,17.13,15
12638795,17.25,1542.37,117,-15.99,-3.59,-3.52,13.01,2:2:8,34.216129N,-112.947800W,1611.20,14.59,15
12639796,17.29,1534.25,187,-15.99,3.60,6.36,11.98,2:2:9,34.216110N,-112.947868W,1601.10,10.34,15
12640797,17.31,1525.06,59,-16.02,-1.77,1.72,9.30,2:2:10,34.216084N,-112.947876W,1591.10,6.99,15
12641798,17.33,1514.05,169,-15.99,-5.92,-0.89,6.20,2:2:11,34.216087N,-112.947868W,1581.60,2.29,15
12642799,17.48,1507.68,224,-15.99,0.41,-8.89,11.80,2:2:12,34.216137N,-112.947853W,1572.50,11.99,15
12643800,17.52,1501.22,248,-15.99,-0.71,8.08,10.38,2:2:13,34.216213N,-112.947876W,1563.00,21.89,15
12644801,17.60,1487.93,59,-15.99,5.42,-1.42,10.38,2:2:14,34.216316N,-112.947929W,1555.20,25.23,15
12645802,17.89,1482.83,156,-15.99,-3.77,-1.79,5.77,2:2:15,34.216396N,-112.948029W,1548.30,23.43,15
12646803,17.92,1472.83,130,-15.99,30.66,1.98,13.35,2:2:16,34.216415N,-112.948112W,1541.70,20.86,15
12647804,17.93,1467.25,184,-15.97,2.48,-2.82,8.99,2:2:17,34.216419N,-112.948135W,1535.10,8.20,15
12648805,17.95,1460.91,208,-15.95,-10.06,-9.33,4.03,2:2:18,34.216431N,-112.948174W,1527.70,7.06,15
12649806,17.95,1453.91,240,-15.95,-10.59,-20.13,6.56,2:2:19,34.216450N,-112.948174W,1520.50,5.01,15
12650807,18.00,1447.09,236,-15.89,-8.16,-1.92,3.81,2:2:20,34.216488N,-112.948151W,1512.40,12.81,15
