time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
601768,25.48,418.53,35,28.34,-8.70,4.40,-0.25,10:41:33,33.664658N,-114.007439W,484.20,0.36,18
602769,25.46,418.53,35,28.30,-8.70,4.41,-0.25,10:41:34,33.664658N,-114.007439W,484.20,0.02,17
603770,25.44,418.53,34,28.31,-8.69,4.40,-0.25,10:41:35,33.664658N,-114.007439W,484.20,0.06,18
604771,25.43,418.53,33,28.30,-8.68,4.41,-0.25,10:41:36,33.664658N,-114.007439W,484.20,0.08,18
605772,25.41,418.53,33,28.33,-8.70,4.41,-0.24,10:41:37,33.664658N,-114.007439W,484.20,0.10,18
606773,25.39,418.61,34,28.32,-8.69,4.40,-0.24,10:41:38,33.664658N,-114.007439W,484.20,0.08,18
607774,25.37,418.53,33,28.29,-8.70,4.40,-0.24,10:41:39,33.664658N,-114.007439W,484.20,0.16,18
608775,25.35,418.61,33,28.30,-8.70,4.40,-0.24,10:41:40,33.664658N,-114.007439W,484.20,0.06,18
609776,25.33,418.61,33,28.29,-8.69,4.40,-0.25,10:41:41,33.664658N,-114.007439W,484.20,0.02,18
610777,25.32,418.53,33,28.29,-8.69,4.39,-0.24,10:41:42,33.664658N,-114.007439W,484.20,0.10,18
611778,25.32,418.53,33,28.31,-8.70,4.40,-0.26,10:41:43,33.664654N,-114.007439W,484.20,0.26,18
612779,25.32,418.53,31,28.32,-8.71,4.41,-0.25,10:41:44,33.664654N,-114.007439W,484.20,0.12,18
613780,25.33,418.53,33,28.32,-8.70,4.40,-0.26,10:41:45,33.664654N,-114.007439W,484.10,0.08,18
614781,25.34,418.53,33,28.30,-8.70,4.40,-0.24,10:41:46,33.664654N,-114.007439W,484.10,0.22,18
615782,25.34,418.53,33,28.29,-8.70,4.41,-0.24,10:41:47,33.664654N,-114.007439W,484.20,0.09,18
616783,25.35,418.53,33,28.32,-8.69,4.41,-0.24,10:41:48,33.664654N,-114.007439W,484.30,0.07,18
617784,25.35,418.53,33,28.32,-8.69,4.41,-0.24,10:41:49,33.664654N,-114.007439W,484.30,0.10,18
618785,25.35,418.44,33,28.32,-8.70,4.41,-0.25,10:41:50,33.664654N,-114.007439W,484.30,0.07,18
619786,25.33,418.44,33,28.31,-8.70,4.42,-0.25,10:41:51,33.664658N,-114.007439W,484.30,0.17,18
620787,25.30,418.53,33,28.32,-8.69,4.40,-0.25,10:41:52,33.664658N,-114.007439W,484.30,0.26,18
621788,25.27,418.53,34,28.32,-8.69,4.40,-0.25,10:41:53,33.664658N,-114.007439W,484.30,0.24,18
622789,25.25,418.61,31,28.32,-8.69,4.40,-0.23,10:41:54,33.664658N,-114.007439W,484.30,0.20,18
623790,25.23,418.53,31,28.36,-8.70,4.41,-0.25,10:41:55,33.664658N,-114.007439W,484.30,0.09,18
