time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
601238,28.08,996.83,0,23.92,-9.10,5.47,1.12,4:0:58,34.213829N,-112.944534W,1046.90,6.33,17
602239,28.07,996.74,0,23.89,-6.41,3.01,0.29,4:0:59,34.213806N,-112.944534W,1047.10,5.86,17
603240,28.06,996.46,0,23.89,-13.42,4.02,2.76,4:1:0,34.213783N,-112.944550W,1047.20,6.23,17
604241,28.05,996.19,0,23.88,-7.29,4.66,3.54,4:1:1,34.213764N,-112.944565W,1047.00,5.70,17
605242,28.04,996.10,0,23.87,-12.17,2.84,1.85,4:1:2,34.213745N,-112.944572W,1046.80,6.02,17
606243,28.03,996.01,0,23.92,-9.16,4.49,2.13,4:1:3,34.213726N,-112.944572W,1046.70,5.48,17
607244,28.03,995.91,0,23.88,-9.03,4.28,1.76,4:1:4,34.213703N,-112.944572W,1047.00,5.73,17
608245,28.02,995.82,0,23.85,-4.65,2.73,1.88,4:1:5,34.213676N,-112.944572W,1047.10,6.30,17
609246,28.02,995.73,0,23.89,-9.42,4.53,1.40,4:1:6,34.213650N,-112.944572W,1047.00,6.94,17
610247,28.02,995.73,0,23.87,-8.64,2.65,3.57,4:1:7,34.213623N,-112.944572W,1047.00,7.59,17
611248,28.02,995.73,0,23.88,-8.48,3.44,1.53,4:1:8,34.213589N,-112.944565W,1046.40,8.77,17
612249,28.01,995.64,0,23.91,-7.78,3.23,2.23,4:1:9,34.213551N,-112.944565W,1045.80,9.91,17
613250,28.01,995.46,0,23.91,-8.77,3.46,2.25,4:1:10,34.213509N,-112.944550W,1045.50,10.92,17
614251,28.01,995.27,0,23.86,-9.25,3.75,1.97,4:1:11,34.213467N,-112.944534W,1045.20,11.39,17
615252,28.01,995.18,0,23.92,-9.04,4.83,1.98,4:1:12,34.213421N,-112.944511W,1045.00,11.61,17
616253,28.00,994.91,0,23.86,-9.54,5.93,1.60,4:1:13,34.213375N,-112.944496W,1044.70,11.80,17
617254,28.00,994.72,0,23.88,-7.10,5.38,-0.70,4:1:14,34.213329N,-112.944473W,1044.40,11.86,17
618255,28.00,994.63,0,23.86,-9.66,3.63,3.22,4:1:15,34.213280N,-112.944458W,1044.20,11.84,17
619256,27.99,994.36,0,23.88,-6.29,6.57,-0.72,4:1:16,34.213230N,-112.944450W,1043.90,11.91,17
620257,27.99,994.26,0,23.89,-8.48,4.23,1.66,4:1:17,34.213192N,-112.944420W,1043.70,11.96,17
621258,27.98,993.99,0,23.88,-9.22,5.02,1.34,4:1:18,34.213146N,-112.944412W,1043.50,11.98,17
622259,27.98,993.81,0,23.86,-7.03,3.69,1.23,4:1:19,34.213100N,-112.944382W,1043.30,12.03,17
623260,27.98,993.62,0,23.91,-8.07,5.30,2.06,4:1:20,34.213055N,-112.944359W,1043.20,12.07,17
624261,27.98,993.35,0,23.91,-8.05,4.11,1.55,4:1:21,34.213013N,-112.944321W,1043.00,12.06,17
625262,27.98,993.07,0,23.86,-8.75,4.53,1.22,4:1:22,34.212975N,-112.944298W,1042.80,12.26,17
626263,27.97,992.80,0,23.88,-8.45,3.95,1.91,4:1:23,34.212933N,-112.944260W,1042.70,12.27,16
627264,27.97,992.52,0,23.91,-7.00,3.76,2.14,4:1:24,34.212887N,-112.944229W,1042.80,12.22,17
628265,27.96,992.43,0,23.89,-8.80,3.70,2.21,4:1:25,34.212837N,-112.944206W,1043.00,11.81,17
629266,27.96,992.43,0,23.89,-6.82,3.92,1.01,4:1:26,34.212795N,-112.944176W,1043.00,10.96,17
630267,27.96,992.52,0,23.91,-7.67,2.58,2.68,4:1:27,34.212753N,-112.944168W,1043.20,10.41,17
631268,27.95,992.71,0,23.93,-7.14,4.23,-1.06,4:1:28,34.212715N,-112.944153W,1043.50,10.41,17
632269,27.95,992.61,0,23.95,-4.66,3.04,-0.43,4:1:29,34.212677N,-112.944153W,1043.90,10.89,17
633270,27.94,992.43,0,23.89,-8.78,4.13,1.93,4:1:30,34.212631N,-112.944153W,1043.60,12.17,17
634271,27.93,992.16,0,23.91,-8.77,4.64,1.58,4:1:31,34.212578N,-112.944153W,1043.40,12.86,17
635272,27.93,992.06,0,23.91,-8.98,3.54,3.51,4:1:32,34.212528N,-112.944153W,1043.40,12.66,17
636273,27.93,991.88,0,23.93,-6.63,4.23,0.63,4:1:33,34.212479N,-112.944168W,1043.40,13.20,17
637274,27.92,991.70,0,23.95,-12.09,3.63,3.46,4:1:34,34.212425N,-112.944176W,1042.90,13.49,17
638275,27.92,991.33,0,23.92,-7.59,3.43,1.47,4:1:35,34.212372N,-112.944191W,1042.60,14.13,17
639276,27.91,991.06,0,23.95,-9.76,6.79,0.85,4:1:36,34.212315N,-112.944206W,1042.60,14.55,17
640277,27.90,990.96,0,23.93,-10.68,5.38,2.84,4:1:37,34.212257N,-112.944214W,1042.60,14.59,17
641278,27.90,990.87,0,23.91,-6.86,4.58,0.91,4:1:38,34.212200N,-112.944229W,1042.50,14.26,17
642279,27.89,990.78,0,23.95,-9.09,5.18,2.29,4:1:39,34.212143N,-112.944229W,1042.40,13.92,17
643280,27.88,990.41,0,23.94,-11.94,6.95,4.16,4:1:40,34.212090N,-112.944244W,1042.20,13.57,17
644281,27.88,990.32,0,23.87,-8.40,3.86,1.06,4:1:41,34.212036N,-112.944260W,1042.10,13.16,17
645282,27.88,990.41,0,23.94,-8.16,4.90,1.14,4:1:42,34.211983N,-112.944260W,1041.80,12.70,17
646283,27.87,990.32,0,23.91,-7.89,4.05,1.23,4:1:43,34.211937N,-112.944267W,1041.60,11.76,17
647284,27.87,990.05,0,23.96,-9.01,6.21,1.10,4:1:44,34.211891N,-112.944283W,1041.60,11.54,17
648285,27.87,989.86,0,23.92,-7.69,4.05,1.30,4:1:45,34.211845N,-112.944305W,1041.50,11.60,17
649286,27.86,989.68,0,23.91,-8.86,2.47,3.50,4:1:46,34.211803N,-112.944321W,1041.10,12.02,16
650287,27.85,989.41,0,23.95,-9.74,4.63,0.98,4:1:47,34.211758N,-112.944359W,1040.70,12.27,16
651288,27.83,989.50,0,23.95,-5.65,3.05,1.33,4:1:48,34.211712N,-112.944382W,1040.40,12.28,17
652289,27.82,989.59,0,23.94,-7.43,3.52,0.65,4:1:49,34.211666N,-112.944412W,1040.20,11.80,17
653290,27.81,989.59,0,23.91,-9.63,6.61,0.87,4:1:50,34.211624N,-112.944435W,1040.60,10.77,17
654291,27.81,989.59,0,23.92,-8.52,4.30,1.68,4:1:51,34.211582N,-112.944450W,1040.70,10.01,17
655292,27.80,989.31,0,23.93,-8.10,4.15,2.18,4:1:52,34.211552N,-112.944458W,1040.70,7.71,17
