time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
3905070,19.58,1822.21,220,32.62,-0.20,-0.11,10.10,11:36:36,33.663074N,-114.015152W,1990.40,8.64,17
3906071,19.69,1832.96,231,32.62,-0.21,-0.16,10.09,11:36:37,33.663090N,-114.015190W,1995.30,7.87,17
3907072,19.61,1846.32,192,32.64,-0.24,-0.19,10.12,11:36:38,33.663105N,-114.015221W,2000.20,7.44,17
3908073,19.41,1859.90,219,32.57,-0.29,-0.17,10.03,11:36:39,33.663116N,-114.015259W,2005.10,7.37,17
3909074,19.14,1870.40,243,32.58,-0.22,-0.18,10.02,11:36:40,33.663128N,-114.015297W,2010.00,7.01,17
3910075,18.96,1880.20,184,32.64,-0.18,-0.32,10.05,11:36:41,33.663139N,-114.015320W,2014.70,6.60,17
3911076,18.83,1888.52,216,32.63,-0.23,-0.63,10.02,11:36:42,33.663147N,-114.015350W,2019.60,6.18,17
3912077,18.75,1895.94,219,32.61,-0.22,-0.38,10.06,11:36:43,33.663155N,-114.015388W,2024.30,5.75,17
3913078,18.70,1902.86,216,32.56,-0.43,-0.40,10.07,11:36:44,33.663162N,-114.015411W,2029.00,5.42,17
3914079,18.67,1889.42,58,32.61,-0.31,-0.38,10.05,11:36:45,33.663162N,-114.015434W,2033.70,5.47,17
3915080,19.11,1884.41,262,32.57,-0.29,-0.31,10.12,11:36:46,33.663162N,-114.015465W,2038.20,6.03,17
3916081,19.00,1891.32,224,32.54,-0.16,-0.46,10.11,11:36:47,33.663155N,-114.015488W,2042.80,6.81,17
3917082,18.87,1900.85,242,32.56,-0.27,-0.27,10.10,11:36:48,33.663147N,-114.015526W,2047.30,7.22,17
3918083,18.77,1907.67,233,32.54,-0.30,-0.02,10.15,11:36:49,33.663147N,-114.015549W,2051.90,7.30,17
3919084,18.69,1916.31,226,32.54,-0.29,-0.05,10.05,11:36:50,33.663143N,-114.015587W,2056.40,7.25,17
3920085,18.63,1923.95,229,32.54,-0.03,-0.03,10.15,11:36:51,33.663139N,-114.015625W,2060.90,7.26,17
3921086,18.58,1932.20,225,32.53,-0.04,-0.23,10.14,11:36:52,33.663136N,-114.015671W,2065.40,7.30,17
3922087,18.54,1939.45,240,32.54,-0.04,-0.32,10.06,11:36:53,33.663132N,-114.015694W,2070.00,7.85,17
3923088,18.51,1941.16,224,32.52,-0.13,-0.37,10.10,11:36:54,33.663128N,-114.015732W,2074.70,8.68,17
3924089,18.48,1941.46,220,32.51,0.05,-0.33,10.18,11:36:55,33.663128N,-114.015785W,2079.40,9.51,17
3925090,18.46,1955.07,219,32.53,-0.14,-0.25,10.20,11:36:56,33.663120N,-114.015823W,2084.10,10.15,17
3926091,18.45,1963.04,203,32.50,-0.49,-0.34,10.04,11:36:57,33.663120N,-114.015869W,2088.80,10.73,17
3927092,18.41,1970.11,238,32.50,-0.42,-0.45,10.04,11:36:58,33.663124N,-114.015923W,2093.50,10.81,17
3928093,18.35,1975.67,196,32.46,-0.22,0.07,10.04,11:36:59,33.663128N,-114.015976W,2098.10,10.89,17
3929094,18.31,1980.93,205,32.49,-0.48,-0.14,10.00,11:37:0,33.663139N,-114.016037W,2102.80,11.43,17
