time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
11712870,-29.49,9331.20,244,-12.26,1.08,-2.73,10.40,1:46:43,34.155594N,-112.995888W,9446.50,54.79,14
11713871,-29.49,9299.62,299,-12.25,-5.94,-0.03,10.17,1:46:44,34.155762N,-112.995689W,9436.30,60.61,14
11714872,-29.48,9293.96,346,-12.35,2.72,2.11,10.09,1:46:45,34.155899N,-112.995430W,9426.20,60.32,14
11715873,-29.44,9288.07,374,-12.35,-1.46,2.01,12.80,1:46:46,34.155998N,-112.995186W,9415.60,56.03,14
11716874,-29.41,9281.51,244,-12.37,-2.86,5.26,10.84,1:46:47,34.156075N,-112.994980W,9405.70,46.77,14
11717875,-29.35,9274.04,216,-12.38,-1.49,-1.07,9.45,1:46:48,34.156151N,-112.994820W,9395.70,39.56,14
11718876,-29.31,9259.59,215,-12.38,-6.68,-2.06,13.03,1:46:49,34.156258N,-112.994675W,9384.90,39.79,14
11719877,-29.29,9251.92,210,-12.38,3.99,-4.27,9.14,1:46:50,34.156384N,-112.994537W,9374.80,43.27,14
11720878,-29.28,9221.33,167,-12.38,-1.33,1.85,8.53,1:46:51,34.156490N,-112.994339W,9365.60,42.99,14
11721879,-29.24,9218.41,270,-12.41,0.80,-6.79,8.77,1:46:52,34.156601N,-112.994141W,9355.40,54.04,14
11722880,-29.18,9211.90,247,-12.43,-1.05,0.49,11.94,1:46:53,34.156712N,-112.993881W,9344.30,57.84,14
11723881,-29.13,9206.52,247,-12.44,-1.36,5.90,11.20,1:46:54,34.156822N,-112.993637W,9334.90,56.57,14
11724882,-29.11,9192.85,265,-12.45,-0.74,-2.46,9.69,1:46:55,34.156952N,-112.993393W,9326.40,58.34,14
11725883,-29.09,9186.81,294,-12.51,1.31,1.65,11.40,1:46:56,34.157112N,-112.993187W,9314.90,54.52,14
11726884,-29.05,9181.89,366,-12.56,-0.22,2.28,12.60,1:46:57,34.157265N,-112.993050W,9306.30,61.13,13
11727885,-29.01,9207.64,196,-12.54,1.70,-1.33,12.30,1:46:58,34.157402N,-112.992897W,9298.80,46.41,12
11728886,-28.97,9190.39,255,-12.62,4.61,1.05,10.54,1:46:59,34.157543N,-112.992767W,9288.70,39.30,14
11729887,-28.90,9031.73,165,-12.66,-3.58,1.92,7.44,1:47:0,34.157631N,-112.992599W,9278.50,40.35,13
11730888,-28.86,9048.43,189,-12.71,1.07,1.07,9.40,1:47:1,34.157726N,-112.992393W,9268.30,49.26,14
11731889,-28.88,9063.61,234,-12.76,0.27,-3.71,12.29,1:47:2,34.157810N,-112.992165W,9255.70,56.55,14
11732890,-28.92,9073.54,312,-12.77,2.83,-2.35,12.19,1:47:3,34.157925N,-112.991882W,9244.00,62.08,14
11733891,-28.92,9078.17,293,-12.82,-3.61,1.56,11.16,1:47:4,34.158054N,-112.991615W,9234.30,64.79,14
11734892,-28.98,9078.39,299,-12.88,-1.29,2.89,9.55,1:47:5,34.158218N,-112.991386W,9225.90,62.42,14
11735893,-28.94,9076.62,380,-12.87,4.49,-1.79,9.78,1:47:6,34.158375N,-112.991203W,9216.60,49.47,14
11736894,-28.92,9079.49,52,-12.88,-3.12,3.38,10.07,1:47:7,34.158501N,-112.991066W,9205.50,44.13,14
11737895,-28.85,9072.21,323,-12.89,0.89,-0.95,11.41,1:47:8,34.158619N,-112.990952W,9194.50,38.34,14
