time_since_start,bme_temp,bme_alt,uv,ism_temp,acc_x,acc_y,acc_z,gps_time,latitude,longitude,gps_alt,speed,sats
6307470,-26.18,14711.18,356,-4.67,-0.37,0.03,9.98,12:16:38,33.902641N,-113.717354W,15091.60,74.44,16
6308471,-26.24,14717.20,367,-4.70,-0.20,0.02,9.66,12:16:39,33.902775N,-113.717018W,15096.30,74.45,16
6309472,-26.27,14722.76,347,-4.69,-0.26,-0.36,9.42,12:16:40,33.902897N,-113.716698W,15100.40,74.25,16
6310473,-26.26,14727.40,318,-4.75,-0.58,-0.46,9.51,12:16:41,33.903019N,-113.716362W,15104.10,74.56,16
6311474,-26.23,14733.43,336,-4.75,-0.38,-0.49,10.23,12:16:42,33.903137N,-113.716034W,15106.70,73.81,16
6312475,-26.18,14736.22,336,-4.78,-0.03,-0.36,10.39,12:16:43,33.903259N,-113.715698W,15108.90,74.02,16
6313476,-26.14,14738.55,278,-4.78,-0.53,-0.12,10.48,12:16:44,33.903378N,-113.715370W,15112.80,74.01,16
6314477,-25.98,14742.27,328,-4.80,-0.38,-0.09,10.60,12:16:45,33.903492N,-113.715050W,15115.90,73.26,16
6315478,-25.94,14745.99,347,-4.80,-0.27,-0.33,10.65,12:16:46,33.903610N,-113.714729W,15119.00,72.75,16
6316479,-25.91,14750.64,286,-4.84,-0.44,-0.46,10.51,12:16:47,33.903732N,-113.714409W,15123.10,72.04,16
6317480,-25.88,14769.76,374,-4.85,-0.13,0.01,10.26,12:16:48,33.903851N,-113.714088W,15127.70,70.74,16
6318481,-25.88,14808.62,337,-4.89,-0.08,0.00,9.96,12:16:49,33.903973N,-113.713776W,15133.00,70.79,16
6319482,-25.89,14787.99,332,-4.91,-0.59,-0.04,9.90,12:16:50,33.904087N,-113.713463W,15137.40,70.81,16
6320483,-25.87,14776.30,18,-4.88,-0.85,-0.27,9.99,12:16:51,33.904209N,-113.713150W,15142.60,70.35,16
6321484,-25.83,14777.23,390,-4.88,-0.70,-0.04,10.27,12:16:52,33.904331N,-113.712845W,15147.50,69.98,16
6322485,-25.69,14780.04,316,-4.98,-0.33,-0.12,10.38,12:16:53,33.904469N,-113.712563W,15152.30,69.95,16
6323486,-25.72,14783.31,372,-4.97,-0.36,-0.69,10.49,12:16:54,33.904606N,-113.712265W,15157.00,70.40,16
6324487,-25.77,14787.99,365,-4.98,-0.20,-0.13,10.42,12:16:55,33.904743N,-113.711975W,15161.90,69.82,16
6325488,-25.81,14792.21,341,-5.01,-0.67,-0.46,10.22,12:16:56,33.904877N,-113.711678W,15167.80,69.81,16
6326489,-25.85,14759.49,128,-5.05,-0.07,-0.41,9.88,12:16:57,33.905010N,-113.711372W,15174.60,70.67,16
6327490,-25.46,14761.83,338,-5.02,-0.59,-0.03,9.75,12:16:58,33.905140N,-113.711067W,15180.60,71.72,16
6328491,-25.59,14750.64,302,-5.04,-0.73,-0.06,9.90,12:16:59,33.905273N,-113.710747W,15186.60,72.19,16
